2023-03-10 22:46:40,220 [INFO   ] [APP] exchange started with arguments={rtg.py, run, autotrader.py}
2023-03-10 22:49:47,014 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=83.795006 client_order_id=136 message='%d is not a valid volume'
2023-03-10 22:49:47,207 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=83.987885 client_order_id=138 message='%d is not a valid volume'
2023-03-10 22:49:47,506 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=84.287244 client_order_id=140 message='%d is not a valid volume'
2023-03-10 22:49:47,722 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=84.502632 client_order_id=142 message='%d is not a valid volume'
2023-03-10 22:49:47,961 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=84.741185 client_order_id=144 message='%d is not a valid volume'
2023-03-10 22:49:48,429 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=85.210192 client_order_id=146 message='%d is not a valid volume'
2023-03-10 22:49:48,760 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=85.540428 client_order_id=148 message='%d is not a valid volume'
2023-03-10 22:49:48,967 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=85.744795 client_order_id=150 message='%d is not a valid volume'
2023-03-10 22:49:49,229 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=86.008420 client_order_id=152 message='%d is not a valid volume'
2023-03-10 22:49:49,747 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=86.526336 client_order_id=154 message='%d is not a valid volume'
2023-03-10 22:49:54,250 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=91.030188 client_order_id=156 message='%d is not a valid volume'
2023-03-10 22:49:54,455 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=91.235011 client_order_id=158 message='%d is not a valid volume'
2023-03-10 22:49:54,740 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=91.519965 client_order_id=160 message='%d is not a valid volume'
2023-03-10 22:49:54,970 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=91.751017 client_order_id=162 message='%d is not a valid volume'
2023-03-10 22:49:55,253 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=92.033498 client_order_id=164 message='%d is not a valid volume'
2023-03-10 22:50:05,688 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=102.468578 client_order_id=166 message='%d is not a valid volume'
2023-03-10 22:50:05,980 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=102.760926 client_order_id=168 message='%d is not a valid volume'
2023-03-10 22:50:06,245 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=103.026034 client_order_id=170 message='%d is not a valid volume'
2023-03-10 22:50:06,503 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=103.283300 client_order_id=172 message='%d is not a valid volume'
2023-03-10 22:50:13,993 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=110.773731 client_order_id=174 message='%d is not a valid volume'
2023-03-10 22:50:14,248 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=111.028870 client_order_id=176 message='%d is not a valid volume'
2023-03-10 22:50:14,454 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=111.232928 client_order_id=178 message='%d is not a valid volume'
2023-03-10 22:50:16,025 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=112.805580 client_order_id=180 message='%d is not a valid volume'
2023-03-10 22:50:16,186 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=112.966225 client_order_id=182 message='%d is not a valid volume'
2023-03-10 22:50:29,466 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=126.244247 client_order_id=184 message='%d is not a valid volume'
2023-03-10 22:50:29,772 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=126.552085 client_order_id=186 message='%d is not a valid volume'
2023-03-10 22:50:35,996 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=132.776486 client_order_id=188 message='%d is not a valid volume'
2023-03-10 22:50:36,465 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=133.245894 client_order_id=190 message='%d is not a valid volume'
2023-03-10 22:50:36,682 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=133.462492 client_order_id=192 message='%d is not a valid volume'
2023-03-10 22:50:37,457 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=134.234934 client_order_id=194 message='%d is not a valid volume'
2023-03-10 22:50:38,775 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=135.555436 client_order_id=196 message='%d is not a valid volume'
2023-03-10 22:50:44,248 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=141.029033 client_order_id=198 message='%d is not a valid volume'
2023-03-10 22:51:30,987 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=187.768011 client_order_id=200 message='%d is not a valid volume'
2023-03-10 22:51:31,181 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=187.962228 client_order_id=202 message='%d is not a valid volume'
2023-03-10 22:51:31,481 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=188.261811 client_order_id=204 message='%d is not a valid volume'
2023-03-10 22:51:32,734 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=189.514825 client_order_id=206 message='%d is not a valid volume'
2023-03-10 22:51:33,012 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=189.792493 client_order_id=208 message='%d is not a valid volume'
2023-03-10 22:51:33,239 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=190.019445 client_order_id=210 message='%d is not a valid volume'
2023-03-10 22:51:34,500 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=191.279906 client_order_id=212 message='%d is not a valid volume'
2023-03-10 22:51:34,761 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=191.538479 client_order_id=214 message='%d is not a valid volume'
2023-03-10 22:51:35,484 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=192.265030 client_order_id=216 message='%d is not a valid volume'
2023-03-10 22:51:35,693 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=192.472055 client_order_id=218 message='%d is not a valid volume'
2023-03-10 22:51:54,253 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=211.034112 client_order_id=220 message='%d is not a valid volume'
2023-03-10 22:51:54,428 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=211.207934 client_order_id=222 message='%d is not a valid volume'
2023-03-10 22:51:54,702 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=211.480687 client_order_id=224 message='%d is not a valid volume'
2023-03-10 22:52:00,218 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=216.999067 client_order_id=226 message='%d is not a valid volume'
2023-03-10 22:52:00,512 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=217.292685 client_order_id=228 message='%d is not a valid volume'
2023-03-10 22:52:00,770 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=217.550199 client_order_id=230 message='%d is not a valid volume'
2023-03-10 22:52:01,011 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=217.790597 client_order_id=232 message='%d is not a valid volume'
2023-03-10 22:52:07,194 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=223.974276 client_order_id=234 message='%d is not a valid volume'
2023-03-10 22:52:07,433 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=224.213712 client_order_id=236 message='%d is not a valid volume'
2023-03-10 22:52:07,701 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=224.481708 client_order_id=238 message='%d is not a valid volume'
2023-03-10 22:52:07,932 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=224.712259 client_order_id=240 message='%d is not a valid volume'
2023-03-10 22:52:16,234 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=233.014888 client_order_id=242 message='%d is not a valid volume'
2023-03-10 22:52:16,458 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=233.238524 client_order_id=244 message='%d is not a valid volume'
2023-03-10 22:52:16,742 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=233.522315 client_order_id=246 message='%d is not a valid volume'
2023-03-10 22:52:16,976 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=233.757157 client_order_id=248 message='%d is not a valid volume'
2023-03-10 22:52:17,264 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=234.044312 client_order_id=250 message='%d is not a valid volume'
2023-03-10 22:52:17,479 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=234.259500 client_order_id=252 message='%d is not a valid volume'
2023-03-10 22:52:17,743 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=234.523015 client_order_id=254 message='%d is not a valid volume'
2023-03-10 22:52:18,001 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=234.780797 client_order_id=256 message='%d is not a valid volume'
2023-03-10 22:52:18,201 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=234.981271 client_order_id=258 message='%d is not a valid volume'
2023-03-10 22:52:18,434 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=235.214553 client_order_id=260 message='%d is not a valid volume'
2023-03-10 22:52:19,008 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=235.788217 client_order_id=262 message='%d is not a valid volume'
2023-03-10 22:52:19,207 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=235.987708 client_order_id=264 message='%d is not a valid volume'
2023-03-10 22:52:30,186 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=246.965529 client_order_id=266 message='%d is not a valid volume'
2023-03-10 22:52:30,475 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=247.255992 client_order_id=268 message='%d is not a valid volume'
2023-03-10 22:52:30,992 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=247.772156 client_order_id=270 message='%d is not a valid volume'
2023-03-10 22:52:31,939 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=248.718767 client_order_id=272 message='%d is not a valid volume'
2023-03-10 22:52:32,250 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=249.030797 client_order_id=274 message='%d is not a valid volume'
2023-03-10 22:52:32,508 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=249.282518 client_order_id=276 message='%d is not a valid volume'
2023-03-10 22:52:32,751 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=249.529848 client_order_id=278 message='%d is not a valid volume'
2023-03-10 22:52:46,252 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=263.032461 client_order_id=280 message='%d is not a valid volume'
2023-03-10 22:52:46,493 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=263.272690 client_order_id=282 message='%d is not a valid volume'
2023-03-10 22:52:53,031 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=269.804780 client_order_id=284 message='%d is not a valid volume'
2023-03-10 22:52:53,273 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=270.053787 client_order_id=286 message='%d is not a valid volume'
2023-03-10 22:52:53,480 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=270.260973 client_order_id=288 message='%d is not a valid volume'
2023-03-10 22:52:53,764 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=270.544228 client_order_id=290 message='%d is not a valid volume'
2023-03-10 22:52:53,977 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=270.758047 client_order_id=292 message='%d is not a valid volume'
2023-03-10 22:52:54,471 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=271.251797 client_order_id=294 message='%d is not a valid volume'
2023-03-10 22:52:54,714 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=271.493708 client_order_id=296 message='%d is not a valid volume'
2023-03-10 22:52:55,232 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=272.012985 client_order_id=298 message='%d is not a valid volume'
2023-03-10 22:53:16,947 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=293.726872 client_order_id=300 message='%d is not a valid volume'
2023-03-10 22:53:17,464 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=294.244722 client_order_id=302 message='%d is not a valid volume'
2023-03-10 22:53:17,727 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=294.507001 client_order_id=304 message='%d is not a valid volume'
2023-03-10 22:53:17,952 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=294.731604 client_order_id=306 message='%d is not a valid volume'
2023-03-10 22:53:19,747 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=296.524437 client_order_id=308 message='%d is not a valid volume'
2023-03-10 22:53:19,962 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=296.742325 client_order_id=310 message='%d is not a valid volume'
2023-03-10 22:53:20,267 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=297.045132 client_order_id=312 message='%d is not a valid volume'
2023-03-10 22:53:20,508 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=297.288514 client_order_id=314 message='%d is not a valid volume'
2023-03-10 22:53:21,467 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=298.247034 client_order_id=316 message='%d is not a valid volume'
2023-03-10 22:53:21,765 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=298.545280 client_order_id=318 message='%d is not a valid volume'
2023-03-10 22:53:21,927 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=298.707883 client_order_id=320 message='%d is not a valid volume'
2023-03-10 22:53:22,930 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=299.710689 client_order_id=322 message='%d is not a valid volume'
2023-03-10 22:53:41,729 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=318.508973 client_order_id=324 message='%d is not a valid volume'
2023-03-10 22:53:41,934 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=318.715088 client_order_id=326 message='%d is not a valid volume'
2023-03-10 22:53:42,208 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=318.988834 client_order_id=328 message='%d is not a valid volume'
2023-03-10 22:53:42,524 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=319.304256 client_order_id=330 message='%d is not a valid volume'
2023-03-10 22:53:42,679 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=319.459970 client_order_id=332 message='%d is not a valid volume'
2023-03-10 22:53:43,020 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=319.800664 client_order_id=334 message='%d is not a valid volume'
2023-03-10 22:53:43,214 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=319.994920 client_order_id=336 message='%d is not a valid volume'
2023-03-10 22:53:43,473 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=320.254062 client_order_id=338 message='%d is not a valid volume'
2023-03-10 22:53:43,954 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=320.734505 client_order_id=340 message='%d is not a valid volume'
2023-03-10 22:53:44,247 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=321.027466 client_order_id=342 message='%d is not a valid volume'
2023-03-10 22:53:44,484 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=321.264806 client_order_id=344 message='%d is not a valid volume'
2023-03-10 22:53:44,772 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=321.552423 client_order_id=346 message='%d is not a valid volume'
2023-03-10 22:53:44,955 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=321.735223 client_order_id=348 message='%d is not a valid volume'
2023-03-10 22:53:45,248 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=322.028120 client_order_id=350 message='%d is not a valid volume'
2023-03-10 22:53:45,437 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=322.217286 client_order_id=352 message='%d is not a valid volume'
2023-03-10 22:54:06,462 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=343.242580 client_order_id=354 message='%d is not a valid volume'
2023-03-10 22:54:06,739 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=343.519045 client_order_id=356 message='%d is not a valid volume'
2023-03-10 22:54:06,930 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=343.710304 client_order_id=358 message='%d is not a valid volume'
2023-03-10 22:54:16,185 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=352.966086 client_order_id=360 message='%d is not a valid volume'
2023-03-10 22:54:16,431 [INFO   ] [COMPETITOR] 'TraderOne' sent error message: time=353.211684 client_order_id=362 message='%d is not a valid volume'
